User_ID,Skill_Level,Learning_Pace,Career_Goal,Preferred_Medium,Available_Time,Course_Title,Course_Provider,Skill_Taught,Difficulty_Level,Medium,Duration
299,3,1,Software Architect,Offline,22,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Offline,24
300,3,3,AI Researcher,Offline,12,Full Stack Masterclass,Coursera,Full Stack Development,2,Offline,8
301,2,3,Full Stack Developer,Online,26,AWS Foundations,Coursera,Cloud Computing,2,Online,33
302,3,2,Frontend Developer,Offline,26,Deep Learning Advanced,Coursera,Deep Learning,3,Offline,19
303,3,2,Cloud Engineer,Offline,24,Machine Learning for Beginners,edX,Machine Learning,3,Offline,10
304,1,2,Software Architect,Online,22,AWS Foundations,Udemy,Cloud Computing,3,Online,28
305,2,3,DevOps Specialist,Online,20,Full Stack Masterclass,edX,Full Stack Development,3,Online,22
306,1,2,Backend Developer,Online,10,DevOps Bootcamp,Coursera,DevOps,3,Online,20
307,1,3,Backend Developer,Online,30,Full Stack Masterclass,Coursera,Full Stack Development,2,Online,5
308,2,1,Data Scientist,Online,30,JavaScript Essentials,Udemy,JavaScript,1,Online,8
309,3,2,Frontend Developer,Offline,6,JavaScript Essentials,Coursera,JavaScript,3,Offline,28
310,1,2,Software Architect,Online,9,Machine Learning for Beginners,Udemy,Machine Learning,1,Online,39
311,3,3,Backend Developer,Online,12,Machine Learning for Beginners,Udemy,Machine Learning,1,Online,18
312,2,1,Cloud Engineer,Offline,10,SQL Bootcamp,Udemy,SQL,3,Offline,21
313,2,2,Frontend Developer,Online,29,AWS Foundations,Udemy,Cloud Computing,3,Online,15
314,1,1,Frontend Developer,Offline,21,JavaScript Essentials,Coursera,JavaScript,1,Offline,29
315,2,2,DevOps Specialist,Offline,17,AWS Foundations,Udemy,Cloud Computing,2,Offline,10
316,2,1,AI Researcher,Offline,15,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,39
317,1,2,Cloud Engineer,Offline,21,Full Stack Masterclass,edX,Full Stack Development,3,Offline,17
318,2,3,Data Scientist,Online,6,JavaScript Essentials,Coursera,JavaScript,3,Online,28
319,3,1,Frontend Developer,Offline,14,SQL Bootcamp,edX,SQL,2,Offline,22
320,1,1,AI Researcher,Online,15,SQL Bootcamp,edX,SQL,2,Online,40
321,2,3,Full Stack Developer,Offline,9,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,40
322,1,1,Frontend Developer,Online,21,System Design Advanced,Udemy,System Design,1,Online,20
323,3,3,Cloud Engineer,Online,27,System Design Advanced,Coursera,System Design,2,Online,33
324,2,1,Full Stack Developer,Offline,26,Full Stack Masterclass,Udemy,Full Stack Development,3,Offline,32
325,1,2,Backend Developer,Online,16,JavaScript Essentials,Coursera,JavaScript,3,Online,18
326,3,2,Software Architect,Offline,22,JavaScript Essentials,Udemy,JavaScript,1,Offline,9
327,1,3,DevOps Specialist,Offline,7,JavaScript Essentials,Udemy,JavaScript,1,Offline,20
328,2,2,DevOps Specialist,Online,11,SQL Bootcamp,Udemy,SQL,3,Online,23
329,3,1,Full Stack Developer,Online,11,Machine Learning for Beginners,Coursera,Machine Learning,2,Online,14
330,3,3,Data Scientist,Offline,9,Machine Learning for Beginners,Coursera,Machine Learning,2,Offline,32
331,3,1,Machine Learning,Online,23,Full Stack Masterclass,Coursera,Full Stack Development,3,Online,18
332,1,3,Software Architect,Offline,26,DevOps Bootcamp,Udemy,DevOps,1,Offline,21
333,2,1,Software Architect,Online,6,DevOps Bootcamp,Udemy,DevOps,2,Online,16
334,2,3,Frontend Developer,Offline,26,Full Stack Masterclass,edX,Full Stack Development,3,Offline,27
335,1,3,Machine Learning,Offline,30,Full Stack Masterclass,edX,Full Stack Development,2,Offline,13
336,1,3,Data Scientist,Offline,26,JavaScript Essentials,Coursera,JavaScript,1,Offline,27
337,3,3,Cloud Engineer,Offline,27,JavaScript Essentials,Coursera,JavaScript,2,Offline,28
338,3,3,Data Scientist,Online,25,System Design Advanced,Udemy,System Design,1,Online,36
339,2,1,Data Scientist,Offline,27,SQL Bootcamp,edX,SQL,3,Offline,15
340,2,2,DevOps Specialist,Offline,12,Full Stack Masterclass,Coursera,Full Stack Development,3,Offline,7
341,2,1,Software Architect,Online,17,AWS Foundations,edX,Cloud Computing,3,Online,10
342,2,3,DevOps Specialist,Online,12,DevOps Bootcamp,edX,DevOps,2,Online,22
343,3,1,AI Researcher,Offline,11,DevOps Bootcamp,edX,DevOps,1,Offline,28
344,3,3,Machine Learning,Offline,9,SQL Bootcamp,Coursera,SQL,3,Offline,35
345,2,2,Machine Learning,Online,23,Intro to AI Concepts,edX,Artificial Intelligence,2,Online,11
346,1,3,Frontend Developer,Offline,25,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Offline,39
347,3,3,Frontend Developer,Online,19,Machine Learning for Beginners,Udemy,Machine Learning,3,Online,24
348,1,2,Data Scientist,Offline,25,DevOps Bootcamp,Coursera,DevOps,1,Offline,13
349,3,3,Software Architect,Online,20,DevOps Bootcamp,Udemy,DevOps,2,Online,6
350,3,3,DevOps Specialist,Offline,23,Deep Learning Advanced,edX,Deep Learning,2,Offline,18
351,3,2,Software Architect,Online,20,JavaScript Essentials,Coursera,JavaScript,2,Online,35
352,2,3,DevOps Specialist,Offline,25,DevOps Bootcamp,Udemy,DevOps,2,Offline,18
353,3,3,Software Architect,Online,14,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Online,32
354,3,3,Software Architect,Offline,20,AWS Foundations,Coursera,Cloud Computing,1,Offline,13
355,2,3,Machine Learning,Online,15,Machine Learning for Beginners,Udemy,Machine Learning,3,Online,39
356,3,3,Cloud Engineer,Offline,15,SQL Bootcamp,Coursera,SQL,1,Offline,9
357,1,1,Software Architect,Offline,21,AWS Foundations,edX,Cloud Computing,2,Offline,23
358,2,2,AI Researcher,Offline,6,SQL Bootcamp,Udemy,SQL,3,Offline,26
359,1,1,Software Architect,Offline,20,SQL Bootcamp,edX,SQL,2,Offline,31
360,1,3,AI Researcher,Offline,22,JavaScript Essentials,edX,JavaScript,1,Offline,39
361,2,3,DevOps Specialist,Online,20,SQL Bootcamp,Udemy,SQL,1,Online,34
362,3,2,Full Stack Developer,Offline,25,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Offline,37
363,2,2,Software Architect,Offline,16,AWS Foundations,edX,Cloud Computing,1,Offline,30
364,1,1,Software Architect,Online,7,DevOps Bootcamp,edX,DevOps,3,Online,23
365,1,3,Machine Learning,Online,25,Deep Learning Advanced,Udemy,Deep Learning,1,Online,19
366,2,3,Backend Developer,Offline,28,SQL Bootcamp,Udemy,SQL,3,Offline,35
367,2,2,Cloud Engineer,Offline,22,AWS Foundations,Coursera,Cloud Computing,3,Offline,37
368,2,2,Software Architect,Online,19,Machine Learning for Beginners,Coursera,Machine Learning,3,Online,8
369,1,3,Frontend Developer,Offline,13,Intro to AI Concepts,edX,Artificial Intelligence,1,Offline,13
370,3,2,Machine Learning,Online,13,Machine Learning for Beginners,Coursera,Machine Learning,1,Online,15
371,1,1,AI Researcher,Online,8,JavaScript Essentials,Coursera,JavaScript,3,Online,22
372,2,2,Software Architect,Online,29,System Design Advanced,edX,System Design,2,Online,8
373,2,2,Cloud Engineer,Offline,26,Full Stack Masterclass,Coursera,Full Stack Development,1,Offline,35
374,2,1,AI Researcher,Online,15,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Online,28
375,2,2,Software Architect,Online,10,Machine Learning for Beginners,Udemy,Machine Learning,2,Online,35
376,1,1,Frontend Developer,Offline,30,Full Stack Masterclass,edX,Full Stack Development,3,Offline,11
377,2,1,Cloud Engineer,Online,12,Full Stack Masterclass,edX,Full Stack Development,2,Online,17
378,1,3,Software Architect,Offline,14,Intro to AI Concepts,edX,Artificial Intelligence,1,Offline,22
379,1,2,Data Scientist,Offline,16,Full Stack Masterclass,Coursera,Full Stack Development,2,Offline,28
380,2,1,Machine Learning,Online,15,Machine Learning for Beginners,Udemy,Machine Learning,1,Online,38
381,1,2,Machine Learning,Online,8,SQL Bootcamp,Udemy,SQL,1,Online,26
382,3,2,Software Architect,Online,23,System Design Advanced,Udemy,System Design,3,Online,34
383,2,1,DevOps Specialist,Offline,25,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,11
384,2,1,Full Stack Developer,Online,29,DevOps Bootcamp,Coursera,DevOps,1,Online,15
385,2,2,Frontend Developer,Offline,10,SQL Bootcamp,Coursera,SQL,1,Offline,18
386,1,3,DevOps Specialist,Online,15,System Design Advanced,edX,System Design,3,Online,35
387,1,3,Software Architect,Offline,30,Machine Learning for Beginners,edX,Machine Learning,1,Offline,5
388,1,2,Cloud Engineer,Offline,7,JavaScript Essentials,Udemy,JavaScript,1,Offline,37
389,1,3,Machine Learning,Offline,24,SQL Bootcamp,Udemy,SQL,1,Offline,14
390,2,2,Frontend Developer,Online,30,AWS Foundations,edX,Cloud Computing,1,Online,33
391,1,2,Data Scientist,Online,5,AWS Foundations,Coursera,Cloud Computing,3,Online,26
392,2,2,Backend Developer,Online,9,Deep Learning Advanced,Coursera,Deep Learning,2,Online,10
393,3,1,Data Scientist,Offline,5,DevOps Bootcamp,Udemy,DevOps,2,Offline,19
394,2,3,Frontend Developer,Online,8,Full Stack Masterclass,Coursera,Full Stack Development,3,Online,20
395,1,3,Full Stack Developer,Offline,17,Full Stack Masterclass,edX,Full Stack Development,3,Offline,7
396,3,3,DevOps Specialist,Online,25,DevOps Bootcamp,Coursera,DevOps,1,Online,9
397,3,3,Cloud Engineer,Offline,18,DevOps Bootcamp,edX,DevOps,2,Offline,5
398,2,2,Software Architect,Offline,12,System Design Advanced,Coursera,System Design,3,Offline,26
399,2,1,Backend Developer,Online,15,JavaScript Essentials,Coursera,JavaScript,3,Online,19
400,3,3,Full Stack Developer,Offline,15,Full Stack Masterclass,Udemy,Full Stack Development,3,Offline,18
401,1,2,DevOps Specialist,Online,28,Deep Learning Advanced,Coursera,Deep Learning,3,Online,17
402,2,3,Machine Learning,Online,18,System Design Advanced,Coursera,System Design,2,Online,19
403,2,3,Machine Learning,Offline,19,Intro to AI Concepts,edX,Artificial Intelligence,2,Offline,33
404,2,3,Data Scientist,Offline,17,SQL Bootcamp,Udemy,SQL,1,Offline,21
405,1,3,Backend Developer,Online,14,Deep Learning Advanced,Udemy,Deep Learning,1,Online,18
406,1,2,Backend Developer,Offline,5,JavaScript Essentials,Udemy,JavaScript,2,Offline,34
407,2,2,Frontend Developer,Offline,17,Machine Learning for Beginners,Coursera,Machine Learning,1,Offline,19
408,3,2,AI Researcher,Offline,26,SQL Bootcamp,Coursera,SQL,2,Offline,16
409,3,2,Backend Developer,Online,17,System Design Advanced,Coursera,System Design,1,Online,23
410,2,3,Data Scientist,Offline,7,Machine Learning for Beginners,Udemy,Machine Learning,1,Offline,17
411,2,3,Full Stack Developer,Online,14,DevOps Bootcamp,Coursera,DevOps,3,Online,10
412,2,1,Frontend Developer,Offline,17,DevOps Bootcamp,Udemy,DevOps,2,Offline,26
413,2,2,Data Scientist,Offline,7,Machine Learning for Beginners,edX,Machine Learning,2,Offline,35
414,2,2,AI Researcher,Offline,18,Machine Learning for Beginners,edX,Machine Learning,3,Offline,32
415,1,3,Cloud Engineer,Offline,9,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Offline,21
416,1,2,DevOps Specialist,Online,13,AWS Foundations,Coursera,Cloud Computing,3,Online,20
417,3,2,DevOps Specialist,Online,9,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Online,35
418,2,2,Machine Learning,Online,11,Deep Learning Advanced,edX,Deep Learning,1,Online,34
419,3,2,Full Stack Developer,Online,17,Full Stack Masterclass,edX,Full Stack Development,2,Online,20
420,2,2,AI Researcher,Online,12,Full Stack Masterclass,Coursera,Full Stack Development,2,Online,21
421,2,2,Cloud Engineer,Online,5,SQL Bootcamp,Udemy,SQL,1,Online,29
422,1,3,Full Stack Developer,Online,7,SQL Bootcamp,edX,SQL,2,Online,13
423,1,3,Full Stack Developer,Online,23,SQL Bootcamp,edX,SQL,1,Online,23
424,3,3,Backend Developer,Offline,5,Full Stack Masterclass,Udemy,Full Stack Development,3,Offline,11
425,1,1,DevOps Specialist,Online,10,Deep Learning Advanced,Coursera,Deep Learning,1,Online,20
426,1,2,Full Stack Developer,Offline,14,AWS Foundations,Coursera,Cloud Computing,1,Offline,32
427,1,3,Cloud Engineer,Offline,11,JavaScript Essentials,Coursera,JavaScript,3,Offline,39
428,3,1,Machine Learning,Online,18,SQL Bootcamp,Coursera,SQL,2,Online,40
429,3,2,Data Scientist,Online,25,Intro to AI Concepts,edX,Artificial Intelligence,3,Online,25
430,1,1,Full Stack Developer,Offline,5,Machine Learning for Beginners,edX,Machine Learning,1,Offline,11
431,1,1,Cloud Engineer,Online,27,Intro to AI Concepts,Coursera,Artificial Intelligence,3,Online,15
432,1,3,DevOps Specialist,Offline,12,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,29
433,3,3,AI Researcher,Online,20,AWS Foundations,edX,Cloud Computing,1,Online,28
434,3,1,Frontend Developer,Offline,7,Intro to AI Concepts,Coursera,Artificial Intelligence,3,Offline,34
435,3,3,Software Architect,Offline,15,AWS Foundations,Udemy,Cloud Computing,2,Offline,26
436,2,2,Data Scientist,Online,23,DevOps Bootcamp,edX,DevOps,1,Online,34
437,2,3,Full Stack Developer,Online,10,AWS Foundations,edX,Cloud Computing,2,Online,32
438,3,2,Full Stack Developer,Online,25,JavaScript Essentials,edX,JavaScript,3,Online,30
439,3,3,Data Scientist,Offline,22,System Design Advanced,Coursera,System Design,2,Offline,32
440,1,1,Full Stack Developer,Offline,5,DevOps Bootcamp,edX,DevOps,1,Offline,31
441,2,1,Software Architect,Online,13,Full Stack Masterclass,Coursera,Full Stack Development,3,Online,5
442,3,1,Full Stack Developer,Offline,25,Machine Learning for Beginners,Coursera,Machine Learning,1,Offline,22
443,2,2,Software Architect,Online,6,AWS Foundations,Coursera,Cloud Computing,2,Online,8
444,2,2,AI Researcher,Offline,24,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,32
445,1,1,Backend Developer,Online,28,SQL Bootcamp,edX,SQL,2,Online,23
446,2,2,Software Architect,Online,12,DevOps Bootcamp,Coursera,DevOps,2,Online,15
447,2,3,Full Stack Developer,Offline,13,Machine Learning for Beginners,Coursera,Machine Learning,3,Offline,11
448,1,3,Software Architect,Online,14,AWS Foundations,edX,Cloud Computing,3,Online,17
449,3,1,Machine Learning,Online,16,Deep Learning Advanced,Coursera,Deep Learning,2,Online,37
450,1,2,DevOps Specialist,Online,8,JavaScript Essentials,Udemy,JavaScript,3,Online,9
451,2,2,AI Researcher,Offline,30,System Design Advanced,Udemy,System Design,2,Offline,15
452,2,2,Backend Developer,Offline,21,System Design Advanced,edX,System Design,3,Offline,23
453,1,3,Machine Learning,Offline,19,AWS Foundations,Coursera,Cloud Computing,3,Offline,8
454,1,3,Frontend Developer,Offline,8,Intro to AI Concepts,edX,Artificial Intelligence,2,Offline,20
455,2,1,Cloud Engineer,Offline,9,Machine Learning for Beginners,Udemy,Machine Learning,2,Offline,21
456,3,3,Cloud Engineer,Online,14,System Design Advanced,edX,System Design,2,Online,36
457,3,3,Cloud Engineer,Offline,5,System Design Advanced,edX,System Design,2,Offline,31
458,1,2,Data Scientist,Offline,15,Full Stack Masterclass,edX,Full Stack Development,1,Offline,17
459,3,1,Backend Developer,Online,30,DevOps Bootcamp,Coursera,DevOps,3,Online,6
460,1,3,AI Researcher,Offline,30,DevOps Bootcamp,edX,DevOps,1,Offline,12
461,1,2,Backend Developer,Online,14,SQL Bootcamp,Coursera,SQL,2,Online,31
462,3,2,Full Stack Developer,Offline,19,JavaScript Essentials,Coursera,JavaScript,1,Offline,23
463,2,2,Full Stack Developer,Offline,18,AWS Foundations,Coursera,Cloud Computing,2,Offline,11
464,2,2,Full Stack Developer,Online,21,Full Stack Masterclass,edX,Full Stack Development,2,Online,22
465,3,1,Backend Developer,Online,7,System Design Advanced,edX,System Design,1,Online,38
466,3,3,DevOps Specialist,Offline,11,DevOps Bootcamp,Coursera,DevOps,2,Offline,14
467,1,1,Machine Learning,Offline,27,System Design Advanced,Udemy,System Design,2,Offline,29
468,2,3,DevOps Specialist,Online,19,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Online,11
469,2,3,Frontend Developer,Online,10,Deep Learning Advanced,Coursera,Deep Learning,1,Online,37
470,3,1,Software Architect,Offline,24,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Offline,35
471,1,2,Data Scientist,Online,18,System Design Advanced,Udemy,System Design,1,Online,19
472,2,2,Frontend Developer,Offline,16,JavaScript Essentials,Udemy,JavaScript,2,Offline,20
473,1,2,Full Stack Developer,Offline,8,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,5
474,1,1,AI Researcher,Online,29,JavaScript Essentials,Udemy,JavaScript,2,Online,16
475,2,1,Frontend Developer,Online,15,Full Stack Masterclass,Coursera,Full Stack Development,2,Online,15
476,3,1,Full Stack Developer,Offline,22,DevOps Bootcamp,Udemy,DevOps,2,Offline,16
477,2,1,Backend Developer,Online,6,Full Stack Masterclass,edX,Full Stack Development,2,Online,33
478,1,2,Frontend Developer,Online,26,AWS Foundations,Coursera,Cloud Computing,2,Online,13
479,1,1,Software Architect,Offline,8,Full Stack Masterclass,Coursera,Full Stack Development,1,Offline,38
480,1,3,Cloud Engineer,Offline,10,SQL Bootcamp,Coursera,SQL,3,Offline,26
481,2,1,Frontend Developer,Offline,23,Full Stack Masterclass,Coursera,Full Stack Development,2,Offline,12
482,3,2,Full Stack Developer,Online,26,Machine Learning for Beginners,edX,Machine Learning,2,Online,10
483,1,3,Cloud Engineer,Online,15,Full Stack Masterclass,edX,Full Stack Development,1,Online,24
484,2,2,Data Scientist,Offline,20,DevOps Bootcamp,Udemy,DevOps,3,Offline,15
485,2,3,Full Stack Developer,Offline,26,DevOps Bootcamp,edX,DevOps,2,Offline,33
486,3,1,Data Scientist,Offline,6,Intro to AI Concepts,edX,Artificial Intelligence,3,Offline,15
487,1,1,Machine Learning,Offline,19,Machine Learning for Beginners,Udemy,Machine Learning,2,Offline,40
488,3,3,DevOps Specialist,Online,5,Intro to AI Concepts,edX,Artificial Intelligence,2,Online,11
489,1,3,Data Scientist,Offline,26,Full Stack Masterclass,edX,Full Stack Development,2,Offline,27
490,3,2,DevOps Specialist,Offline,28,Full Stack Masterclass,edX,Full Stack Development,1,Offline,39
491,3,1,AI Researcher,Online,12,Full Stack Masterclass,Udemy,Full Stack Development,3,Online,39
492,3,3,Frontend Developer,Offline,27,DevOps Bootcamp,Udemy,DevOps,3,Offline,18
493,3,3,Full Stack Developer,Offline,9,System Design Advanced,Udemy,System Design,2,Offline,5
494,1,2,Frontend Developer,Online,13,AWS Foundations,Udemy,Cloud Computing,3,Online,5
495,3,2,Cloud Engineer,Offline,20,Machine Learning for Beginners,Coursera,Machine Learning,2,Offline,27
496,2,1,AI Researcher,Online,5,DevOps Bootcamp,Udemy,DevOps,1,Online,7
497,1,1,Frontend Developer,Online,14,JavaScript Essentials,Coursera,JavaScript,2,Online,27
498,2,3,Machine Learning,Offline,12,Full Stack Masterclass,Coursera,Full Stack Development,3,Offline,35
499,3,2,Cloud Engineer,Offline,10,System Design Advanced,Coursera,System Design,1,Offline,31
500,3,1,Backend Developer,Online,12,System Design Advanced,edX,System Design,2,Online,9
501,2,3,AI Researcher,Offline,7,Full Stack Masterclass,edX,Full Stack Development,2,Offline,34
502,3,1,Machine Learning,Offline,30,JavaScript Essentials,Coursera,JavaScript,3,Offline,34
503,3,1,Software Architect,Offline,24,DevOps Bootcamp,edX,DevOps,1,Offline,6
504,2,3,Data Scientist,Online,7,Full Stack Masterclass,Coursera,Full Stack Development,2,Online,12
505,1,2,DevOps Specialist,Online,16,Machine Learning for Beginners,Coursera,Machine Learning,1,Online,37
506,3,3,Cloud Engineer,Online,19,SQL Bootcamp,Coursera,SQL,1,Online,12
507,2,1,Full Stack Developer,Online,23,DevOps Bootcamp,Udemy,DevOps,2,Online,36
508,2,1,Backend Developer,Offline,12,Deep Learning Advanced,Coursera,Deep Learning,3,Offline,31
509,1,1,Cloud Engineer,Offline,25,JavaScript Essentials,edX,JavaScript,1,Offline,24
510,2,3,DevOps Specialist,Online,6,JavaScript Essentials,Udemy,JavaScript,3,Online,20
511,2,2,Software Architect,Online,9,SQL Bootcamp,Coursera,SQL,3,Online,17
512,1,3,Frontend Developer,Online,10,System Design Advanced,Udemy,System Design,3,Online,19
513,2,1,Frontend Developer,Online,27,SQL Bootcamp,edX,SQL,2,Online,19
514,2,1,Backend Developer,Online,5,Machine Learning for Beginners,Udemy,Machine Learning,1,Online,26
515,1,2,Data Scientist,Offline,6,Deep Learning Advanced,Coursera,Deep Learning,3,Offline,25
516,3,3,AI Researcher,Online,5,Deep Learning Advanced,edX,Deep Learning,1,Online,7
517,1,1,Software Architect,Offline,10,Intro to AI Concepts,Coursera,Artificial Intelligence,3,Offline,37
518,3,2,Software Architect,Online,8,SQL Bootcamp,edX,SQL,1,Online,16
519,3,1,Cloud Engineer,Offline,30,SQL Bootcamp,Coursera,SQL,3,Offline,34
520,3,1,Data Scientist,Online,8,Full Stack Masterclass,Udemy,Full Stack Development,2,Online,11
521,2,2,Cloud Engineer,Online,19,JavaScript Essentials,Coursera,JavaScript,3,Online,12
522,2,1,Data Scientist,Online,27,Intro to AI Concepts,edX,Artificial Intelligence,2,Online,6
523,1,2,Full Stack Developer,Offline,18,SQL Bootcamp,Coursera,SQL,2,Offline,19
524,1,1,Backend Developer,Offline,30,DevOps Bootcamp,Coursera,DevOps,3,Offline,39
525,1,3,Backend Developer,Offline,6,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Offline,18
526,2,2,Backend Developer,Online,27,AWS Foundations,Udemy,Cloud Computing,3,Online,8
527,1,3,Full Stack Developer,Online,21,SQL Bootcamp,Udemy,SQL,3,Online,39
528,1,1,DevOps Specialist,Online,18,System Design Advanced,Coursera,System Design,2,Online,19
529,3,1,Software Architect,Offline,26,JavaScript Essentials,Udemy,JavaScript,2,Offline,18
530,3,3,AI Researcher,Offline,22,JavaScript Essentials,Udemy,JavaScript,3,Offline,33
531,1,1,AI Researcher,Online,11,Machine Learning for Beginners,edX,Machine Learning,1,Online,7
532,2,2,Software Architect,Offline,12,DevOps Bootcamp,Udemy,DevOps,1,Offline,34
533,2,1,Data Scientist,Online,27,Deep Learning Advanced,Udemy,Deep Learning,3,Online,31
534,3,3,Machine Learning,Online,10,AWS Foundations,Coursera,Cloud Computing,2,Online,5
535,1,2,Frontend Developer,Offline,17,SQL Bootcamp,Udemy,SQL,1,Offline,38
536,1,2,DevOps Specialist,Offline,26,JavaScript Essentials,Udemy,JavaScript,1,Offline,24
537,3,1,AI Researcher,Offline,28,JavaScript Essentials,edX,JavaScript,2,Offline,17
538,1,1,Data Scientist,Offline,21,DevOps Bootcamp,Coursera,DevOps,2,Offline,12
539,3,1,Software Architect,Offline,25,System Design Advanced,Coursera,System Design,1,Offline,24
540,3,3,Data Scientist,Online,29,JavaScript Essentials,edX,JavaScript,1,Online,19
541,3,2,Backend Developer,Offline,22,Deep Learning Advanced,edX,Deep Learning,1,Offline,17
542,3,1,Cloud Engineer,Online,16,AWS Foundations,Udemy,Cloud Computing,3,Online,24
543,1,1,AI Researcher,Online,30,System Design Advanced,Udemy,System Design,3,Online,39
544,3,1,Full Stack Developer,Online,20,AWS Foundations,edX,Cloud Computing,3,Online,35
545,1,2,AI Researcher,Online,14,System Design Advanced,Udemy,System Design,1,Online,27
546,2,3,Data Scientist,Offline,16,Deep Learning Advanced,Coursera,Deep Learning,2,Offline,40
547,1,1,Machine Learning,Online,7,AWS Foundations,Udemy,Cloud Computing,3,Online,28
548,3,1,Software Architect,Online,5,DevOps Bootcamp,Coursera,DevOps,1,Online,29
549,2,2,Frontend Developer,Offline,6,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Offline,12
550,2,1,Software Architect,Online,28,Deep Learning Advanced,edX,Deep Learning,3,Online,29
551,1,2,AI Researcher,Online,21,Machine Learning for Beginners,Coursera,Machine Learning,3,Online,31
552,3,1,DevOps Specialist,Online,24,AWS Foundations,edX,Cloud Computing,1,Online,18
553,3,1,Machine Learning,Online,25,SQL Bootcamp,edX,SQL,1,Online,10
554,1,2,DevOps Specialist,Online,11,JavaScript Essentials,Coursera,JavaScript,1,Online,34
555,2,3,Data Scientist,Offline,17,DevOps Bootcamp,edX,DevOps,3,Offline,8
556,2,3,Frontend Developer,Online,21,AWS Foundations,Coursera,Cloud Computing,2,Online,37
557,3,1,DevOps Specialist,Offline,13,AWS Foundations,Udemy,Cloud Computing,2,Offline,11
558,2,1,Backend Developer,Offline,16,AWS Foundations,edX,Cloud Computing,1,Offline,29
559,3,1,Backend Developer,Offline,9,DevOps Bootcamp,edX,DevOps,1,Offline,17
560,2,2,Machine Learning,Online,18,Machine Learning for Beginners,Coursera,Machine Learning,1,Online,13
561,1,3,Frontend Developer,Online,30,SQL Bootcamp,Coursera,SQL,2,Online,6
562,1,1,Software Architect,Offline,23,JavaScript Essentials,edX,JavaScript,1,Offline,21
563,2,2,Cloud Engineer,Offline,11,Full Stack Masterclass,Udemy,Full Stack Development,3,Offline,12
564,2,1,AI Researcher,Offline,20,System Design Advanced,Udemy,System Design,1,Offline,24
565,3,3,DevOps Specialist,Online,14,SQL Bootcamp,Udemy,SQL,1,Online,32
566,2,2,Full Stack Developer,Online,6,DevOps Bootcamp,Coursera,DevOps,2,Online,24
567,2,1,DevOps Specialist,Online,30,JavaScript Essentials,Coursera,JavaScript,2,Online,15
568,2,3,Software Architect,Offline,13,JavaScript Essentials,edX,JavaScript,1,Offline,19
569,1,3,Frontend Developer,Offline,29,Machine Learning for Beginners,edX,Machine Learning,3,Offline,16
570,3,1,AI Researcher,Online,17,Intro to AI Concepts,edX,Artificial Intelligence,1,Online,23
571,2,3,Backend Developer,Offline,19,AWS Foundations,edX,Cloud Computing,1,Offline,21
572,3,1,AI Researcher,Online,20,SQL Bootcamp,edX,SQL,2,Online,14
573,3,3,Full Stack Developer,Online,7,Intro to AI Concepts,Coursera,Artificial Intelligence,1,Online,7
574,2,3,Cloud Engineer,Online,8,System Design Advanced,Udemy,System Design,1,Online,24
575,3,1,Frontend Developer,Online,25,Machine Learning for Beginners,Udemy,Machine Learning,3,Online,40
576,2,1,AI Researcher,Offline,24,Machine Learning for Beginners,Udemy,Machine Learning,1,Offline,12
577,2,3,Data Scientist,Offline,30,JavaScript Essentials,Udemy,JavaScript,1,Offline,7
578,2,1,Machine Learning,Online,23,DevOps Bootcamp,edX,DevOps,1,Online,23
579,1,2,Data Scientist,Online,21,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Online,16
580,1,2,Software Architect,Online,26,Deep Learning Advanced,Coursera,Deep Learning,3,Online,6
581,1,3,Frontend Developer,Offline,18,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Offline,40
582,1,3,AI Researcher,Offline,28,AWS Foundations,Udemy,Cloud Computing,1,Offline,5
583,1,2,Software Architect,Offline,27,System Design Advanced,Coursera,System Design,2,Offline,7
584,3,1,Cloud Engineer,Offline,9,AWS Foundations,edX,Cloud Computing,3,Offline,33
585,2,2,Machine Learning,Offline,5,AWS Foundations,Udemy,Cloud Computing,1,Offline,25
586,2,1,Machine Learning,Online,18,DevOps Bootcamp,Udemy,DevOps,3,Online,13
587,3,3,DevOps Specialist,Offline,26,DevOps Bootcamp,edX,DevOps,2,Offline,15
588,2,1,Software Architect,Online,13,Deep Learning Advanced,Udemy,Deep Learning,2,Online,28
589,3,3,Data Scientist,Online,23,System Design Advanced,Udemy,System Design,1,Online,21
